team,year,won,lost,tied,UNITID,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF
Louisiana Monroe,2008,4.0,8.0,0.0,159391,23057.0,0.7268,0.1192,0.06095,0.0421,0.7276,1167.0,26.0,0.8542,0.607,5086.0,13800.0,8453.0,0.8809,1500.0,7238.0,12022.0,2722.0,3224.0
Louisiana Monroe,2007,6.0,6.0,0.0,159391,23063.0,0.7268,0.1192,0.06095,0.0421,0.7356,1167.0,26.0,0.8474,0.5988,4543.0,12843.0,8086.0,0.8838,1500.0,6852.0,11354.0,2668.0,3162.0
Louisiana Monroe,2006,4.0,8.0,0.0,159391,24276.0,0.7268,0.1192,0.06095,0.0421,0.7323,1149.0,25.0,0.83,0.5893,4449.0,12749.0,7678.0,0.8776,1500.0,6498.0,10768.0,2572.0,3048.0
Louisiana Monroe,2005,5.0,6.0,0.0,159391,25301.0,0.7268,0.1192,0.06095,0.0421,0.7818,1132.0,25.0,0.83,0.5892,4419.0,12719.0,7146.0,0.8739,1500.0,6330.0,10084.0,2482.0,2942.0
Louisiana Monroe,2004,5.0,6.0,0.0,159391,25849.0,0.7268,0.1192,0.06095,0.0421,0.8053,1130.0,25.0,0.85,0.5752,4226.0,11026.0,7186.0,0.88,1000.0,5882.0,8202.0,2416.0,2864.0
Louisiana Monroe,2003,1.0,11.0,0.0,159391,25484.0,0.7268,0.1192,0.06095,0.0421,0.7684,1125.0,25.0,0.8364,0.5748,3910.0,9210.0,6930.0,0.8424,1000.0,5216.0,7626.0,2364.0,2802.0
Louisiana Monroe,2002,3.0,9.0,0.0,159391,25891.0,0.7268,0.1192,0.06095,0.0421,0.7912,1110.0,24.0,0.8364,0.5804,3536.0,8836.0,6414.0,0.8464,1000.0,4968.0,7332.0,2326.0,2758.0
Louisiana State,2022,10.0,4.0,0.0,159391,27729.0,0.6264,0.1731,0.0925,0.0501,0.7572,1221.0,26.0,0.8357,0.6985,11954.0,28631.0,10708.0,0.8963,1084.0,13956.0,15414.0,7884.0,7884.0
Louisiana State,2021,6.0,7.0,0.0,159391,26455.0,0.6596,0.156,0.0824,0.0507,0.7086,1247.0,26.0,0.8364,0.6899,11958.0,28635.0,10249.0,0.8947,1038.0,13154.0,15128.0,7686.0,7686.0
Louisiana State,2020,5.0,5.0,0.0,159391,25203.0,0.6727,0.147,0.0773,0.0465,0.7338,1229.0,26.0,0.8595,0.6956,11962.0,28639.0,10089.0,0.9048,1038.0,12708.0,14676.0,7686.0,7686.0
Louisiana State,2019,15.0,0.0,0.0,159391,23706.0,0.69,0.1325,0.0718,0.047,0.7458,1242.0,26.0,0.8317,0.6812,11962.0,28639.0,10187.0,0.9099,1038.0,12276.0,14510.0,7686.0,7686.0
Louisiana State,2018,10.0,3.0,0.0,159391,23468.0,0.7067,0.1254,0.0672,0.045,0.7423,1242.0,26.0,0.8382,0.6657,11950.0,28627.0,10192.0,0.9063,1160.0,11830.0,16288.0,5420.0,5420.0
Louisiana State,2017,9.0,4.0,0.0,159391,23331.0,0.721,0.1187,0.0637,0.0431,0.7392,1226.0,26.0,0.8295,0.6665,11374.0,28051.0,9922.0,0.9134,1160.0,11750.0,16012.0,5420.0,5420.0
Louisiana State,2016,8.0,4.0,0.0,159391,24365.0,0.7248,0.1216,0.0619,0.0425,0.7639,1162.0,26.0,0.8279,0.6798,10814.0,27491.0,9529.0,0.9079,1160.0,11540.0,15772.0,5420.0,5420.0
Louisiana State,2015,9.0,3.0,0.0,159391,24904.0,0.7288,0.1197,0.06,0.0417,0.7734,1163.0,26.0,0.8479,0.6727,9714.0,26877.0,9447.0,0.9109,1500.0,11200.0,16008.0,3336.0,3920.0
Louisiana State,2014,8.0,5.0,0.0,159391,24452.0,0.7415,0.1145,0.0572,0.0384,0.7663,1161.0,26.0,0.8463,0.6739,8750.0,26467.0,9461.0,0.9016,1500.0,10804.0,15264.0,3096.0,3680.0
Louisiana State,2013,10.0,3.0,0.0,159391,23990.0,0.756,0.1112,0.0506,0.0343,0.7623,1162.0,26.0,0.8249,0.6914,7873.0,25790.0,9190.0,0.9102,1500.0,10804.0,15264.0,3050.0,3628.0
Louisiana State,2012,10.0,3.0,0.0,159391,23872.0,0.7662,0.1053,0.0471,0.032,0.7956,1162.0,26.0,0.83,0.6669,6989.0,22265.0,8830.0,0.9097,1500.0,10218.0,15020.0,3000.0,3568.0
Louisiana State,2011,13.0,1.0,0.0,159391,23372.0,0.7773,0.0981,0.0421,0.0312,0.7219,1164.0,26.0,0.8379,0.6202,6354.0,19362.0,8609.0,0.869,1500.0,8670.0,14352.0,2890.0,3436.0
Louisiana State,2010,11.0,2.0,0.0,159391,23170.0,0.7833,0.091,0.0381,0.034,0.6918,1165.0,26.0,0.8408,0.6058,5764.0,16549.0,8564.0,0.8826,1500.0,8210.0,13258.0,2870.0,3400.0
Louisiana State,2009,9.0,4.0,0.0,159391,22625.0,0.7909,0.0871,0.034,0.0332,0.7349,1166.0,26.0,0.8358,0.6079,5233.0,14383.0,8537.0,0.8997,1500.0,7738.0,12834.0,2870.0,3400.0
Louisiana State,2008,8.0,5.0,0.0,159391,23057.0,0.7268,0.1192,0.06095,0.0421,0.7276,1167.0,26.0,0.8542,0.607,5086.0,13800.0,8453.0,0.8809,1500.0,7238.0,12022.0,2722.0,3224.0
Louisiana State,2007,12.0,2.0,0.0,159391,23063.0,0.7268,0.1192,0.06095,0.0421,0.7356,1167.0,26.0,0.8474,0.5988,4543.0,12843.0,8086.0,0.8838,1500.0,6852.0,11354.0,2668.0,3162.0
Louisiana State,2006,11.0,2.0,0.0,159391,24276.0,0.7268,0.1192,0.06095,0.0421,0.7323,1149.0,25.0,0.83,0.5893,4449.0,12749.0,7678.0,0.8776,1500.0,6498.0,10768.0,2572.0,3048.0
Louisiana State,2005,11.0,2.0,0.0,159391,25301.0,0.7268,0.1192,0.06095,0.0421,0.7818,1132.0,25.0,0.83,0.5892,4419.0,12719.0,7146.0,0.8739,1500.0,6330.0,10084.0,2482.0,2942.0
Louisiana State,2004,9.0,3.0,0.0,159391,25849.0,0.7268,0.1192,0.06095,0.0421,0.8053,1130.0,25.0,0.85,0.5752,4226.0,11026.0,7186.0,0.88,1000.0,5882.0,8202.0,2416.0,2864.0
Louisiana State,2003,13.0,1.0,0.0,159391,25484.0,0.7268,0.1192,0.06095,0.0421,0.7684,1125.0,25.0,0.8364,0.5748,3910.0,9210.0,6930.0,0.8424,1000.0,5216.0,7626.0,2364.0,2802.0
Louisiana State,2002,8.0,5.0,0.0,159391,25891.0,0.7268,0.1192,0.06095,0.0421,0.7912,1110.0,24.0,0.8364,0.5804,3536.0,8836.0,6414.0,0.8464,1000.0,4968.0,7332.0,2326.0,2758.0
Louisiana Tech,2022,3.0,9.0,0.0,159647,7434.0,0.7314,0.1053,0.0484,0.0114,0.6237,1190.0,24.0,0.8094,0.5986,10065.0,16806.0,8617.0,0.645,1530.0,9447.0,9570.0,3930.0,4719.0
Louisiana Tech,2021,3.0,9.0,0.0,159647,7785.0,0.7219,0.1093,0.0464,0.0136,0.6583,1203.0,25.0,0.8104,0.5887,10065.0,16806.0,8220.0,0.6395,900.0,9210.0,9573.0,3870.0,4644.0
Louisiana Tech,2020,5.0,5.0,0.0,159647,7923.0,0.7266,0.1151,0.0429,0.0134,0.6357,1216.0,25.0,0.8078,0.6142,10065.0,16807.0,7908.0,0.7644,1242.0,8664.0,9225.0,3876.0,5025.0
Louisiana Tech,2019,10.0,3.0,0.0,159647,8141.0,0.7148,0.1242,0.0415,0.0145,0.6409,1218.0,25.0,0.796,0.5976,10185.0,19098.0,7894.0,0.7433,1242.0,7155.0,8874.0,3759.0,5031.0
Louisiana Tech,2018,8.0,5.0,0.0,159647,8198.0,0.7057,0.1302,0.0411,0.0138,0.6307,1219.0,25.0,0.7858,0.5363,9645.0,18558.0,7893.0,0.813,1389.0,6495.0,9186.0,3738.0,4896.0
Louisiana Tech,2017,7.0,6.0,0.0,159647,8067.0,0.7077,0.1294,0.0379,0.013,0.6484,1195.0,25.0,0.7958,0.5339,9645.0,18558.0,7277.0,0.8134,1251.0,6360.0,7188.0,3108.0,4437.0
Louisiana Tech,2016,9.0,5.0,0.0,159647,8009.0,0.6908,0.1388,0.0388,0.0121,0.6319,1105.0,24.0,0.806,0.519,9117.0,25851.0,7273.0,0.8358,1500.0,5925.0,6516.0,2796.0,4635.0
Louisiana Tech,2015,9.0,4.0,0.0,159647,7629.0,0.6844,0.1393,0.0392,0.0105,0.6384,1105.0,24.0,0.8047,0.5221,8854.0,25852.0,7420.0,0.8266,1500.0,6702.0,6912.0,2343.0,3576.0
Louisiana Tech,2014,9.0,5.0,0.0,159647,7272.0,0.705,0.1432,0.0122,0.0099,0.6503,1104.0,24.0,0.7985,0.5236,8052.0,22635.0,7344.0,0.8294,1800.0,6495.0,6390.0,2343.0,3798.0
Louisiana Tech,2013,4.0,8.0,0.0,159647,7047.0,0.6823,0.1506,0.0139,0.0099,0.6744,1089.0,24.0,0.7864,0.4934,7302.0,18441.0,7055.0,0.8468,1800.0,6396.0,6369.0,3429.0,3744.0
Louisiana Tech,2012,9.0,3.0,0.0,159647,6990.0,0.6745,0.1476,0.014,0.0104,0.7081,1104.0,24.0,0.7606,0.4702,6574.0,15196.0,7064.0,0.8256,1800.0,6324.0,6186.0,3429.0,3744.0
Louisiana Tech,2011,8.0,5.0,0.0,159647,7502.0,0.6657,0.1513,0.0164,0.0105,0.6211,1088.0,24.0,0.7401,0.4815,5896.0,13021.0,6787.0,0.7809,1800.0,5265.0,7425.0,3429.0,3744.0
Louisiana Tech,2010,5.0,7.0,0.0,159647,7172.0,0.6333,0.1376,0.0146,0.0086,0.6082,1088.0,24.0,0.7434,0.4781,5545.0,12805.0,6875.0,0.7898,1800.0,5160.0,7140.0,3429.0,3798.0
Louisiana Tech,2009,4.0,8.0,0.0,159647,7101.0,0.705,0.1376,0.0388,0.0114,0.628,1068.0,23.0,0.7424,0.4553,5220.0,10617.0,6660.0,0.8137,1800.0,5055.0,7140.0,3459.0,3798.0
Louisiana Tech,2008,8.0,5.0,0.0,159647,7630.0,0.705,0.1376,0.0388,0.0114,0.647,1068.0,23.0,0.7201,0.4721,5035.0,10345.0,6581.0,0.8134,1800.0,4740.0,7140.0,3459.0,3798.0
Louisiana Tech,2007,5.0,7.0,0.0,159647,7960.0,0.705,0.1376,0.0388,0.0114,0.657,1050.0,23.0,0.7151,0.4746,4622.0,9932.0,6409.0,0.777,1800.0,4470.0,7140.0,3282.0,3798.0
Louisiana Tech,2006,3.0,10.0,0.0,159647,8604.0,0.705,0.1376,0.0388,0.0114,0.6995,1030.0,22.0,0.72,0.4864,4502.0,9812.0,6076.0,0.7677,1200.0,4365.0,7140.0,2391.0,3798.0
Louisiana Tech,2005,7.0,4.0,0.0,159647,8892.0,0.705,0.1376,0.0388,0.0114,0.8332,1050.0,23.0,0.72,0.4872,4070.0,9380.0,5815.0,0.7908,1200.0,4155.0,7140.0,2391.0,3798.0
Louisiana Tech,2004,6.0,6.0,0.0,159647,9111.0,0.705,0.1376,0.0388,0.0114,0.8643,1050.0,23.0,0.7,0.5022,3914.0,8939.0,5817.0,0.7912,900.0,4035.0,7140.0,2364.0,2808.0
Louisiana Tech,2003,5.0,7.0,0.0,159647,9543.0,0.705,0.1376,0.0388,0.0114,0.9167,1010.0,22.0,0.7858,0.4881,3581.0,8606.0,5707.0,0.8056,900.0,3675.0,7020.0,2364.0,2808.0
Louisiana Tech,2002,4.0,8.0,0.0,159647,8666.0,0.705,0.1376,0.0388,0.0114,0.9246,1010.0,22.0,0.7858,0.4918,3038.0,7943.0,5656.0,0.8312,750.0,3345.0,6600.0,2190.0,2640.0
Louisville,2022,8.0,5.0,0.0,157289,13822.0,0.6474,0.149,0.0731,0.053,0.8154,1153.0,25.0,0.7827,0.6216,12520.0,28866.0,9026.0,0.517,1272.0,10668.0,10144.0,7220.0,8052.0
Louisville,2021,6.0,7.0,0.0,157289,13815.0,0.6699,0.1381,0.065,0.052,0.7469,1182.0,24.0,0.7666,0.6248,12370.0,28716.0,8177.0,0.5434,1200.0,9852.0,9712.0,6782.0,7564.0
Louisville,2020,4.0,7.0,0.0,157289,14309.0,0.6811,0.1311,0.0618,0.0474,0.6512,1198.0,25.0,0.8094,0.6034,12162.0,28508.0,8093.0,0.5355,1200.0,9754.0,8858.0,6562.0,7706.0
Louisville,2019,8.0,5.0,0.0,157289,14303.0,0.7033,0.1207,0.0555,0.0424,0.6928,1226.0,26.0,0.8011,0.5861,11928.0,27954.0,8758.0,0.5488,1200.0,9452.0,8530.0,6318.0,7420.0
Louisville,2018,2.0,10.0,0.0,157289,14488.0,0.7178,0.1157,0.0531,0.0402,0.7243,1227.0,26.0,0.8027,0.5654,11656.0,27278.0,8724.0,0.598,1200.0,9226.0,8288.0,5898.0,7010.0
Louisville,2017,8.0,5.0,0.0,157289,14550.0,0.7314,0.1128,0.0474,0.0382,0.753,1211.0,25.0,0.8069,0.5441,11264.0,26286.0,8791.0,0.6855,1200.0,8374.0,7890.0,5612.0,6672.0
Louisville,2016,9.0,4.0,0.0,157289,15033.0,0.7469,0.1117,0.0436,0.0359,0.7257,1165.0,26.0,0.7967,0.5269,11264.0,26286.0,8876.0,0.6645,1200.0,8130.0,7538.0,5432.0,6478.0
Louisville,2015,8.0,5.0,0.0,157289,14844.0,0.7595,0.1097,0.0404,0.0349,0.7169,1159.0,26.0,0.7936,0.5285,10744.0,25050.0,9361.0,0.6526,1200.0,7942.0,7942.0,5364.0,5364.0
Louisville,2014,9.0,4.0,0.0,157289,15038.0,0.763,0.1097,0.0396,0.0323,0.7386,1144.0,25.0,0.8057,0.5353,10432.0,24320.0,9450.0,0.6319,1000.0,7710.0,7710.0,5202.0,5202.0
Louisville,2013,12.0,1.0,0.0,157289,15023.0,0.7686,0.1146,0.0363,0.0308,0.7112,1142.0,25.0,0.7788,0.5343,9946.0,23834.0,9373.0,0.6602,1000.0,7710.0,7710.0,4140.0,4140.0
Louisville,2012,11.0,2.0,0.0,157289,14854.0,0.7739,0.1186,0.0335,0.0287,0.7271,1124.0,25.0,0.7706,0.521,9662.0,23146.0,9057.0,0.9543,1000.0,7570.0,7570.0,4140.0,4140.0
Louisville,2011,7.0,6.0,0.0,157289,14737.0,0.7801,0.119,0.0315,0.0273,0.749,1110.0,24.0,0.7771,0.5073,8930.0,21650.0,8063.0,0.6519,1000.0,7440.0,7440.0,4356.0,4356.0
Louisville,2010,7.0,6.0,0.0,157289,14763.0,0.7836,0.12,0.0312,0.0269,0.7253,1127.0,25.0,0.777,0.4855,8424.0,20424.0,8335.0,0.6617,1000.0,6602.0,6602.0,4410.0,4410.0
Louisville,2009,4.0,8.0,0.0,157289,14591.0,0.7469,0.1186,0.0436,0.0359,0.6962,1111.0,24.0,0.7852,0.4825,7944.0,19272.0,7996.0,0.6656,1000.0,6602.0,6602.0,4140.0,4140.0
Louisville,2008,5.0,7.0,0.0,157289,14524.0,0.7469,0.1186,0.0436,0.0359,0.7018,1108.0,24.0,0.7768,0.4572,7564.0,18354.0,8214.0,0.6646,1000.0,6058.0,6058.0,3150.0,3150.0
Louisville,2007,6.0,6.0,0.0,157289,14101.0,0.7469,0.1186,0.0436,0.0359,0.708,1112.0,24.0,0.7795,0.4368,6940.0,17734.0,8219.0,0.6298,800.0,5722.0,5722.0,5391.0,5391.0
Louisville,2006,12.0,1.0,0.0,157289,14025.0,0.7469,0.1186,0.0436,0.0359,0.7904,1113.0,24.0,0.78,0.4055,6252.0,16072.0,7925.0,0.6187,800.0,5096.0,5096.0,4914.0,4914.0
Louisville,2005,9.0,3.0,0.0,157289,13893.0,0.7469,0.1186,0.0436,0.0359,0.8107,1094.0,24.0,0.77,0.3674,5532.0,15092.0,7698.0,0.6108,800.0,4868.0,4752.0,4914.0,4914.0
Louisville,2004,11.0,1.0,0.0,157289,13851.0,0.7469,0.1186,0.0436,0.0359,0.7928,1075.0,23.0,0.76,0.3307,5040.0,13752.0,7342.0,0.6166,800.0,4640.0,4640.0,4692.0,4692.0
Louisville,2003,9.0,4.0,0.0,157289,13460.0,0.7469,0.1186,0.0436,0.0359,0.7682,1070.0,23.0,0.78,0.347,4450.0,12166.0,7271.0,0.6234,700.0,6672.0,6672.0,4824.0,4824.0
Louisville,2002,7.0,6.0,0.0,157289,13163.0,0.7469,0.1186,0.0436,0.0359,0.6803,1134.5,25.0,0.78,0.3278,4082.0,11162.0,7092.0,0.5789,700.0,7744.0,7744.0,3348.0,3348.0
Marshall,2022,9.0,4.0,0.0,237525,6965.0,0.8409,0.0584,0.0254,0.0138,0.9688,1024.5,22.0,0.7446,0.4973,8604.0,19658.0,8245.0,0.7897,1100.0,11840.0,10336.0,2400.0,3200.0
Marshall,2021,7.0,6.0,0.0,237525,7175.0,0.847,0.0556,0.0236,0.0131,0.978,1085.0,22.0,0.7082,0.5219,8552.0,19606.0,8118.0,0.7881,1100.0,11384.0,10054.0,2287.0,3287.0
Marshall,2020,7.0,3.0,0.0,237525,7594.0,0.8475,0.0568,0.0252,0.0101,0.8925,1080.0,22.0,0.7723,0.5033,8512.0,19366.0,7926.0,0.7691,1100.0,10644.0,9580.0,2287.0,3087.0
Marshall,2019,8.0,5.0,0.0,237525,7750.0,0.8485,0.0568,0.0213,0.0098,0.8689,1084.0,22.0,0.7255,0.4864,8412.0,19266.0,7934.0,0.7472,1100.0,10644.0,9580.0,2287.0,3087.0
Marshall,2018,9.0,4.0,0.0,237525,8086.0,0.8427,0.0637,0.0219,0.0093,0.9062,1100.0,22.0,0.724,0.4591,8128.0,18614.0,7651.0,0.7647,1100.0,10454.0,9470.0,2287.0,3087.0
Marshall,2017,8.0,5.0,0.0,237525,8554.0,0.8444,0.0636,0.0231,0.0079,0.9019,1099.0,22.0,0.7173,0.493,7798.0,17856.0,7181.0,0.7825,1100.0,10126.0,9254.0,2366.0,2978.0
Marshall,2016,3.0,9.0,0.0,237525,8700.0,0.8429,0.0679,0.0214,0.0086,0.8943,1010.0,22.0,0.7497,0.4468,7154.0,16382.0,7172.0,0.7745,1100.0,10126.0,9254.0,2346.0,3146.0
Marshall,2015,10.0,3.0,0.0,237525,8780.0,0.8436,0.0685,0.0215,0.0077,0.879,1028.0,23.0,0.7316,0.4477,6814.0,15602.0,7012.0,0.7766,1100.0,9832.0,8984.0,2348.0,3148.0
Marshall,2014,13.0,1.0,0.0,237525,8871.0,0.8521,0.068,0.02,0.0079,0.7653,1021.0,22.0,0.7269,0.4449,6526.0,15026.0,7117.0,0.7526,1100.0,9546.0,8742.0,2348.0,3148.0
Marshall,2013,10.0,4.0,0.0,237525,9098.0,0.8574,0.0632,0.0206,0.0084,0.7868,1022.0,22.0,0.6856,0.4438,6216.0,14446.0,6867.0,0.7287,1100.0,9256.0,8456.0,2344.0,3144.0
Marshall,2012,5.0,7.0,0.0,237525,9365.0,0.8616,0.0635,0.0191,0.0082,0.7321,1008.0,22.0,0.7124,0.4439,5930.0,13930.0,6794.0,0.7074,1100.0,8988.0,8110.0,2264.0,3142.0
Marshall,2011,7.0,6.0,0.0,237525,9506.0,0.8726,0.0594,0.0167,0.0087,0.8132,1009.0,22.0,0.7001,0.4452,5648.0,13480.0,6450.0,0.6658,1100.0,8709.0,8110.0,2232.0,2832.0
Marshall,2010,5.0,7.0,0.0,237525,9418.0,0.8788,0.0587,0.0139,0.0094,0.8925,1025.0,22.0,0.7038,0.4557,5285.0,12896.0,6408.0,0.6554,1100.0,8456.0,8456.0,2232.0,2232.0
Marshall,2009,7.0,6.0,0.0,237525,9051.0,0.8475,0.0632,0.0214,0.0087,0.8327,1024.0,22.0,0.7092,0.4509,5236.0,12482.0,6339.0,0.6356,1100.0,8102.0,8102.0,2230.0,2230.0
Marshall,2008,4.0,8.0,0.0,237525,8758.0,0.8475,0.0632,0.0214,0.0087,0.8686,1024.0,22.0,0.7091,0.4433,4748.0,11852.0,6347.0,0.6705,1000.0,7800.0,7800.0,2688.0,2688.0
Marshall,2007,3.0,9.0,0.0,237525,8904.0,0.8475,0.0632,0.0214,0.0087,0.8143,1040.0,23.0,0.7133,0.4014,4360.0,11264.0,6247.0,0.6595,1000.0,6818.0,8456.0,2540.0,3087.0
Marshall,2006,5.0,7.0,0.0,237525,8931.0,0.8475,0.0632,0.0214,0.0087,0.8217,1044.0,23.0,0.73,0.4717,4150.0,11054.0,5989.0,0.6248,1000.0,6492.0,8456.0,2540.0,3087.0
Marshall,2005,4.0,7.0,0.0,237525,9161.0,0.8475,0.0632,0.0214,0.0087,0.8417,1044.0,23.0,0.72,0.4305,3932.0,10634.0,5649.0,0.6496,800.0,6272.0,6272.0,2453.0,2453.0
Marshall,2004,6.0,6.0,0.0,237525,9310.0,0.8475,0.0632,0.0214,0.0087,0.8821,1010.0,22.0,0.7,0.3914,3818.0,10128.0,5639.0,0.6367,800.0,6060.0,6060.0,2452.0,2452.0
Marshall,2003,8.0,4.0,0.0,237525,11574.0,0.8475,0.0632,0.0214,0.0087,0.9488,1008.0,22.0,0.7173,0.3686,3260.0,8944.0,5397.0,0.5895,800.0,5856.0,5856.0,2444.0,2444.0
Marshall,2002,11.0,2.0,0.0,237525,11550.0,0.8475,0.0632,0.0214,0.0087,0.9253,1010.0,22.0,0.7173,0.3452,2984.0,7986.0,5465.0,0.5914,800.0,5380.0,5380.0,2426.0,2426.0
Memphis,2022,7.0,6.0,0.0,220862,14181.0,0.4019,0.3884,0.0958,0.0453,0.946,1090.0,22.0,0.7471,0.4826,10056.0,14280.0,9139.0,0.7145,1600.0,10126.0,11732.0,6354.0,6354.0
Memphis,2021,6.0,6.0,0.0,220862,14591.0,0.4277,0.3834,0.0819,0.0395,0.9521,1030.5,22.0,0.7184,0.544,10056.0,14088.0,8879.0,0.6863,1600.0,9354.0,9354.0,5419.0,5419.0
Memphis,2020,8.0,3.0,0.0,220862,15444.0,0.4537,0.3694,0.0713,0.036,0.852,1132.0,23.0,0.7952,0.5154,9912.0,13752.0,8705.0,0.6965,1600.0,10175.0,10175.0,4699.0,4699.0
Memphis,2019,12.0,2.0,0.0,220862,15568.0,0.4663,0.3614,0.0633,0.0373,0.8475,1134.0,23.0,0.7771,0.532,9912.0,13752.0,8699.0,0.6818,1600.0,10175.0,10175.0,4699.0,4699.0
Memphis,2018,8.0,6.0,0.0,220862,15563.0,0.4703,0.3658,0.0563,0.0364,0.843,1133.0,23.0,0.7611,0.478,9317.0,21029.0,8934.0,0.6754,1569.0,9975.0,9975.0,4562.0,4562.0
Memphis,2017,10.0,3.0,0.0,220862,15901.0,0.4787,0.3667,0.0513,0.0347,0.8482,1106.0,22.0,0.7533,0.4321,9317.0,21029.0,8795.0,0.6615,1415.0,9366.0,9366.0,4562.0,4562.0
Memphis,2016,8.0,5.0,0.0,220862,15962.0,0.4893,0.3744,0.047,0.0316,0.5668,1011.0,22.0,0.8004,0.4183,9125.0,20837.0,8557.0,0.6463,1415.0,9153.0,9153.0,4512.0,4512.0
Memphis,2015,9.0,4.0,0.0,220862,15553.0,0.5019,0.3746,0.0431,0.0283,0.3978,1029.0,22.0,0.7741,0.4505,8903.0,20615.0,8505.0,0.664,1415.0,9061.0,9061.0,4467.0,4467.0
Memphis,2014,10.0,3.0,0.0,220862,16093.0,0.5058,0.3793,0.0389,0.0275,0.474,1029.0,22.0,0.7817,0.44,8619.0,20331.0,8374.0,0.6618,1415.0,8976.0,8976.0,5180.0,5180.0
Memphis,2013,3.0,9.0,0.0,220862,16178.0,0.4988,0.3936,0.0343,0.0265,0.6841,1031.0,22.0,0.7583,0.432,8312.0,23024.0,8304.0,0.6415,1395.0,8716.0,8716.0,5112.0,5112.0
Memphis,2012,4.0,8.0,0.0,220862,16748.0,0.4929,0.4033,0.029,0.0265,0.6242,1049.0,23.0,0.7554,0.3997,7904.0,22616.0,8233.0,0.6137,1375.0,8498.0,8575.0,5036.0,5036.0
Memphis,2011,2.0,10.0,0.0,220862,17291.0,0.4792,0.4221,0.0257,0.0248,0.6632,1030.0,22.0,0.775,0.3822,7390.0,22102.0,7577.0,0.5866,1350.0,8330.0,8325.0,4746.0,4746.0
Memphis,2010,1.0,11.0,0.0,220862,16762.0,0.4948,0.4102,0.0227,0.0258,0.6654,990.0,21.0,0.7784,0.3585,6780.0,20148.0,7448.0,0.6148,1300.0,8005.0,8162.0,4489.0,4489.0
Memphis,2009,2.0,10.0,0.0,220862,16014.0,0.5056,0.3927,0.0175,0.0235,0.6693,1010.0,22.0,0.7601,0.3672,6458.0,19178.0,7466.0,0.6331,1200.0,7350.0,8002.0,4401.0,4401.0
Memphis,2008,6.0,7.0,0.0,220862,15123.0,0.48425,0.38135,0.04505,0.02995,0.6616,1032.0,22.0,0.7472,0.3789,6128.0,17714.0,7469.0,0.6366,1100.0,7014.0,7655.0,4213.0,4213.0
Memphis,2007,7.0,6.0,0.0,220862,15264.0,0.48425,0.38135,0.04505,0.02995,0.6616,1032.0,22.0,0.731,0.3443,5802.0,16630.0,7270.0,0.6196,1000.0,6433.0,5433.0,3973.0,3973.0
Memphis,2006,2.0,10.0,0.0,220862,15370.0,0.48425,0.38135,0.04505,0.02995,0.7109,1013.0,22.0,0.72,0.3361,5256.0,15722.0,7160.0,0.6208,1000.0,6433.0,6433.0,3973.0,3973.0
Memphis,2005,7.0,5.0,0.0,220862,15228.0,0.48425,0.38135,0.04505,0.02995,0.7143,998.0,21.0,0.71,0.335,5084.0,15148.0,6708.0,0.6719,900.0,6069.0,6069.0,3777.0,3777.0
Memphis,2004,8.0,4.0,0.0,220862,15466.0,0.48425,0.38135,0.04505,0.02995,0.7025,996.0,21.0,0.74,0.3568,4480.0,13204.0,6266.0,0.6405,900.0,5780.0,5780.0,3777.0,3777.0
Memphis,2003,9.0,4.0,0.0,220862,14772.0,0.48425,0.38135,0.04505,0.02995,0.8857,996.0,21.0,0.7583,0.3329,4234.0,12388.0,6081.0,0.7307,800.0,5300.0,5300.0,3080.0,3080.0
Memphis,2002,3.0,9.0,0.0,220862,12520.0,0.48425,0.38135,0.04505,0.02995,0.883,1039.0,22.0,0.7583,0.3367,3704.0,10858.0,6147.0,0.6187,800.0,5496.0,5800.0,3080.0,3080.0
Miami Florida,2022,5.0,7.0,0.0,132903,57874.0,0.4474,0.0981,0.3011,0.0737,0.4104,1281.0,26.0,0.9299,0.7558,6368.0,22467.0,11135.0,0.9803,1200.0,11498.0,11498.0,4970.0,4970.0
Miami Florida,2021,7.0,5.0,0.0,132903,59709.0,0.4504,0.1027,0.2936,0.0688,0.3637,1271.0,28.0,0.9185,0.7494,6368.0,22467.0,10981.0,0.9779,1200.0,11498.0,11498.0,4970.0,4970.0
Miami Florida,2020,8.0,3.0,0.0,132903,61111.0,0.4584,0.1027,0.2919,0.0654,0.4517,1261.0,28.0,0.9215,0.74,6368.0,22467.0,10848.0,0.9846,1200.0,10300.0,10010.0,4970.0,4970.0
Miami Florida,2019,6.0,7.0,0.0,132903,58940.0,0.4652,0.108,0.2848,0.0646,0.4436,1264.0,28.0,0.9148,0.7228,6368.0,22467.0,10697.0,0.9799,1200.0,10010.0,10010.0,4970.0,4970.0
Miami Florida,2018,7.0,6.0,0.0,132903,58392.0,0.4757,0.1115,0.2762,0.0628,0.4253,1261.0,27.0,0.9038,0.7254,6368.0,22467.0,10506.0,0.9892,1200.0,10010.0,10010.0,4970.0,4970.0
