team,year,won,lost,tied,UNITID,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF
Alabama,2022,11.0,2.0,0.0,100663,12776.0,0.513,0.2528,0.0711,0.0819,0.8668,1291.0,24.0,0.8243,0.6442,8832.0,21216.0,11837.0,0.7533,1200.0,13120.0,14330.0,5757.0,6007.0
Alabama,2021,13.0,2.0,0.0,100663,13284.0,0.5297,0.2458,0.0669,0.0767,0.8854,1266.0,27.0,0.8392,0.6245,8568.0,20400.0,11590.0,0.7564,1200.0,12307.0,12307.0,5555.0,5555.0
Alabama,2020,13.0,0.0,0.0,100663,13549.0,0.5496,0.2401,0.061,0.0704,0.806,1245.0,26.0,0.864,0.6122,8568.0,20400.0,11380.0,0.7619,1200.0,12307.0,12307.0,5555.0,5555.0
Alabama,2019,11.0,2.0,0.0,100663,13328.0,0.5586,0.2414,0.0565,0.0678,0.7366,1234.0,26.0,0.831,0.634,8568.0,20400.0,11049.0,0.7754,1200.0,12307.0,12307.0,5555.0,5555.0
Alabama,2018,14.0,1.0,0.0,100663,13186.0,0.5717,0.2553,0.0334,0.0633,0.9211,1220.0,25.0,0.8186,0.5829,8568.0,19704.0,10717.0,0.7766,1200.0,11682.0,11682.0,4886.0,4886.0
Alabama,2017,13.0,1.0,0.0,100663,12866.0,0.5784,0.2585,0.0333,0.0588,0.9181,1195.0,25.0,0.8436,0.5292,8328.0,19032.0,10640.0,0.8993,1200.0,11682.0,11682.0,4886.0,4886.0
Alabama,2016,14.0,1.0,0.0,100663,12047.0,0.5786,0.2626,0.0309,0.0598,0.5814,1125.0,25.0,0.8161,0.5309,8040.0,18368.0,10517.0,0.8918,1200.0,11682.0,11682.0,4886.0,4886.0
Alabama,2015,14.0,1.0,0.0,100663,11269.0,0.5863,0.2541,0.0317,0.0595,0.6043,1147.0,25.0,0.7864,0.5462,7766.0,17654.0,10221.0,0.9081,1200.0,10809.0,10809.0,4886.0,4886.0
Alabama,2014,12.0,2.0,0.0,100663,11383.0,0.5922,0.26,0.0283,0.0518,0.8569,1107.0,24.0,0.8288,0.5554,7510.0,17062.0,9957.0,0.9072,1200.0,10809.0,10809.0,4886.0,4886.0
Alabama,2013,11.0,2.0,0.0,100663,11200.0,0.5987,0.259,0.0258,0.0518,0.8673,1146.0,25.0,0.8016,0.5377,7206.0,16398.0,10170.0,0.9106,1000.0,9914.0,9914.0,4375.0,4375.0
Alabama,2012,13.0,1.0,0.0,100663,11014.0,0.5937,0.2654,0.0246,0.0474,0.7223,1107.0,24.0,0.7991,0.4815,6798.0,15462.0,9650.0,0.9161,1000.0,9714.0,9714.0,4175.0,4175.0
Alabama,2011,12.0,1.0,0.0,100663,10854.0,0.596,0.2684,0.022,0.0446,0.7223,1107.0,24.0,0.7873,0.4462,6264.0,14256.0,9420.0,0.9171,1000.0,9714.0,9714.0,4175.0,4175.0
Alabama,2010,10.0,3.0,0.0,100663,10661.0,0.6036,0.2673,0.0202,0.0413,0.8243,1108.0,24.0,0.7997,0.4108,5806.0,13198.0,9000.0,0.9298,1000.0,9470.0,9470.0,4050.0,4050.0
Alabama,2009,14.0,0.0,0.0,100663,10265.0,0.5786,0.2585,0.0317,0.0595,0.8357,1107.0,24.0,0.8156,0.3958,5096.0,11432.0,8634.0,0.9204,1000.0,8969.0,8969.0,4050.0,4050.0
Alabama,2008,12.0,2.0,0.0,100663,9989.0,0.5786,0.2585,0.0317,0.0595,0.851,1108.0,24.0,0.7954,0.3984,4664.0,10352.0,8666.0,0.9238,900.0,8924.0,8924.0,3750.0,3750.0
Alabama,2007,2.0,6.0,0.0,100663,10381.0,0.5786,0.2585,0.0317,0.0595,0.8778,1106.0,24.0,0.7525,0.3766,4208.0,9296.0,8697.0,0.9291,900.0,8924.0,8924.0,3575.0,3575.0
Alabama,2006,0.0,7.0,0.0,100663,10884.0,0.5786,0.2585,0.0317,0.0595,0.8778,1095.0,24.0,0.75,0.3582,4792.0,10732.0,8232.0,0.9186,900.0,12266.0,11868.0,2438.0,3375.0
Alabama,2005,0.0,2.0,0.0,100663,11060.0,0.5786,0.2585,0.0317,0.0595,0.8769,1076.0,23.0,0.77,0.3587,4792.0,10732.0,7796.0,0.9258,900.0,8924.0,8904.0,2438.0,3375.0
Alabama,2004,6.0,6.0,0.0,100663,10854.0,0.5786,0.2585,0.0317,0.0595,0.8592,1037.0,22.0,0.77,0.3773,4662.0,10422.0,7398.0,0.9,900.0,8743.0,8823.0,2438.0,3375.0
Alabama,2003,4.0,9.0,0.0,100663,10381.0,0.5786,0.2585,0.0317,0.0595,0.8049,1010.0,22.0,0.8016,0.3857,4274.0,9494.0,6734.0,0.899,900.0,8627.0,8823.0,2438.0,3375.0
Alabama,2002,10.0,3.0,0.0,100663,9714.0,0.5786,0.2585,0.0317,0.0595,0.9117,1030.0,22.0,0.8016,0.3759,3880.0,7810.0,6917.0,0.9481,900.0,7218.0,7875.0,2438.0,3375.0
Appalachian State,2022,6.0,6.0,0.0,197869,18467.0,0.8111,0.0318,0.0825,0.0166,0.8308,1187.0,24.5,0.8293,0.7516,7450.0,23454.0,8881.0,0.7659,800.0,11582.0,12110.0,2870.0,3550.0
Appalachian State,2021,10.0,4.0,0.0,197869,18486.0,0.8095,0.0326,0.0826,0.0175,0.8469,1255.0,27.0,0.8619,0.7274,7410.0,23017.0,8058.0,0.7725,800.0,9681.0,10382.0,2908.0,3628.0
Appalachian State,2020,9.0,3.0,0.0,197869,17990.0,0.8134,0.0355,0.0788,0.0161,0.7951,1181.0,25.0,0.8647,0.7269,7410.0,22217.0,8290.0,0.7806,700.0,9174.0,9615.0,2908.0,3628.0
Appalachian State,2019,13.0,1.0,0.0,197869,17401.0,0.8201,0.0354,0.0717,0.0161,0.7681,1202.0,25.0,0.8776,0.7282,7409.0,22216.0,8310.0,0.7569,700.0,8826.0,9508.0,2780.0,3480.0
Appalachian State,2018,11.0,2.0,0.0,197869,17265.0,0.8302,0.0348,0.063,0.0169,0.6946,1210.0,26.0,0.8716,0.7204,7364.0,22171.0,8281.0,0.7725,700.0,8548.0,9131.0,2582.0,3232.0
Appalachian State,2017,9.0,4.0,0.0,197869,16888.0,0.8315,0.0359,0.058,0.0178,0.7,1198.0,25.0,0.888,0.7344,7302.0,22109.0,8355.0,0.7861,700.0,8173.0,8434.0,2837.0,3137.0
Appalachian State,2016,10.0,3.0,0.0,197869,16434.0,0.8401,0.0382,0.0479,0.0186,0.6832,1140.0,25.0,0.8704,0.718,7136.0,21652.0,8263.0,0.7764,700.0,8119.0,8380.0,2986.0,3286.0
Appalachian State,2015,11.0,2.0,0.0,197869,16126.0,0.8471,0.0349,0.0442,0.0187,0.6638,1157.0,26.0,0.8581,0.7097,6852.0,20677.0,7797.0,0.7198,700.0,7904.0,8280.0,2982.0,3282.0
Appalachian State,2014,7.0,5.0,0.0,197869,16116.0,0.8582,0.0308,0.0411,0.0156,0.6266,1148.0,25.0,0.8762,0.6973,6553.0,19720.0,7670.0,0.7387,700.0,7753.0,8230.0,4381.0,4681.0
Appalachian State,2013,4.0,8.0,0.0,197869,15840.0,0.8612,0.0306,0.0419,0.0136,0.6323,1156.0,26.0,0.8718,0.6857,6462.0,18670.0,7657.0,0.724,700.0,7160.0,7960.0,4736.0,5036.0
Arizona,2022,5.0,7.0,0.0,104151,64778.0,0.4517,0.0429,0.2596,0.0877,0.8975,1099.0,24.0,0.8536,0.669,11618.0,30592.0,11931.0,0.7381,1320.0,14718.0,10230.0,3471.0,4791.0
Arizona,2021,1.0,11.0,0.0,104151,64216.0,0.4637,0.044,0.262,0.0837,0.8819,1099.0,24.0,0.86,0.6602,11348.0,29438.0,11668.0,0.7237,1300.0,13696.0,9974.0,3430.0,4412.0
Arizona,2020,0.0,5.0,0.0,104151,62633.0,0.4694,0.0432,0.2641,0.0802,0.8837,1207.0,25.0,0.862,0.6601,11338.0,29428.0,11250.0,0.7426,1300.0,13510.0,9684.0,3430.0,4412.0
Arizona,2019,4.0,8.0,0.0,104151,44038.0,0.4927,0.0383,0.2266,0.0853,0.8647,1230.0,25.0,0.8844,0.6349,11338.0,29428.0,11736.0,0.7887,1171.0,13164.0,9684.0,3430.0,4412.0
Arizona,2018,5.0,7.0,0.0,104151,42529.0,0.5008,0.0372,0.215,0.08,0.8478,1240.0,26.0,0.8765,0.6904,10822.0,28336.0,11451.0,0.7766,1148.0,12648.0,9684.0,3430.0,4412.0
Arizona,2017,7.0,6.0,0.0,104151,42181.0,0.5,0.0377,0.2067,0.0745,0.8415,1235.0,26.0,0.8659,0.6335,10792.0,27372.0,11348.0,0.789,1125.0,12209.0,9493.0,3404.0,4708.0
Arizona,2016,3.0,9.0,0.0,104151,42224.0,0.5081,0.0384,0.1958,0.071,0.825,1147.0,25.0,0.8588,0.6736,10370.0,26470.0,11068.0,0.9201,1103.0,11386.0,9216.0,3404.0,4708.0
Arizona,2015,7.0,6.0,0.0,104151,41222.0,0.523,0.0382,0.1891,0.0693,0.8291,1158.0,26.0,0.8619,0.6553,10158.0,25458.0,10941.0,0.9115,1081.0,11061.0,9216.0,3404.0,4708.0
Arizona,2014,10.0,4.0,0.0,104151,39316.0,0.5457,0.0394,0.188,0.0686,0.8433,1145.0,25.0,0.8609,0.6343,10157.0,24503.0,10647.0,0.8611,1060.0,10010.0,8788.0,3404.0,4386.0
Arizona,2013,8.0,5.0,0.0,104151,38480.0,0.5755,0.0398,0.1853,0.0677,0.8023,1145.0,25.0,0.844,0.5947,9861.0,23654.0,10405.0,0.8787,1040.0,9782.0,8788.0,3154.0,4386.0
Arizona,2012,8.0,5.0,0.0,104151,59183.0,0.5988,0.0506,0.1937,0.0582,0.8891,1105.0,24.0,0.7995,0.5683,9724.0,22977.0,9620.0,0.905,1020.0,9094.0,8788.0,3163.0,4387.0
Arizona,2011,4.0,8.0,0.0,104151,58184.0,0.6112,0.0519,0.1872,0.0575,0.8664,1099.0,24.0,0.8351,0.5747,9720.0,22319.0,9039.0,0.922,1000.0,9094.0,8616.0,3102.0,4302.0
Arizona,2010,7.0,6.0,0.0,104151,56232.0,0.6216,0.052,0.1785,0.0578,0.905,1077.0,23.0,0.8402,0.5867,8132.0,20596.0,8987.0,0.9292,1290.0,9706.0,8616.0,2796.0,4046.0
Arizona,2009,8.0,5.0,0.0,104151,53902.0,0.5081,0.0398,0.1958,0.071,0.9034,1076.0,23.0,0.8116,0.5576,6844.0,19629.0,8928.0,0.8768,1270.0,9210.0,8156.0,2966.0,3676.0
Arizona,2008,8.0,5.0,0.0,104151,52883.0,0.5081,0.0398,0.1958,0.071,0.9431,1073.0,23.0,0.7952,0.5599,5661.0,17949.0,8785.0,0.8525,1130.0,8790.0,7590.0,3190.0,3520.0
Arizona,2007,5.0,7.0,0.0,104151,38597.0,0.5081,0.0398,0.1958,0.071,0.9242,1086.0,23.0,0.7795,0.5555,4971.0,17003.0,9302.0,0.8609,950.0,7320.0,7410.0,3830.0,3880.0
Arizona,2006,6.0,6.0,0.0,104151,38984.0,0.5081,0.0398,0.1958,0.071,0.9242,1086.0,23.0,0.79,0.5638,4688.0,15847.0,8894.0,0.883,950.0,6900.0,6900.0,3822.0,3822.0
Arizona,2005,3.0,8.0,0.0,104151,39649.0,0.5081,0.0398,0.1958,0.071,0.9102,1096.0,23.0,0.79,0.5493,4406.0,15095.0,8421.0,0.8551,948.0,6768.0,6768.0,3726.0,3726.0
Arizona,2004,3.0,8.0,0.0,104151,38117.0,0.5081,0.0398,0.1958,0.071,0.861,1099.0,24.0,0.77,0.5458,4064.0,12919.0,8109.0,0.8551,838.0,6574.0,6574.0,3726.0,3726.0
Arizona,2003,2.0,10.0,0.0,104151,37336.0,0.5081,0.0398,0.1958,0.071,0.884,1085.0,23.0,0.844,0.52,3595.0,12115.0,7600.0,0.8492,823.0,6453.0,6453.0,3657.0,3657.0
Arizona,2002,4.0,8.0,0.0,104151,35573.0,0.5081,0.0398,0.1958,0.071,0.8474,1079.0,23.0,0.844,0.5191,2585.0,11105.0,7432.0,0.8498,748.0,5866.0,5866.0,3325.0,3325.0
Arizona State,2022,3.0,9.0,0.0,104151,64778.0,0.4517,0.0429,0.2596,0.0877,0.8975,1099.0,24.0,0.8536,0.669,11618.0,30592.0,11931.0,0.7381,1320.0,14718.0,10230.0,3471.0,4791.0
Arizona State,2021,8.0,5.0,0.0,104151,64216.0,0.4637,0.044,0.262,0.0837,0.8819,1099.0,24.0,0.86,0.6602,11348.0,29438.0,11668.0,0.7237,1300.0,13696.0,9974.0,3430.0,4412.0
Arizona State,2020,2.0,2.0,0.0,104151,62633.0,0.4694,0.0432,0.2641,0.0802,0.8837,1207.0,25.0,0.862,0.6601,11338.0,29428.0,11250.0,0.7426,1300.0,13510.0,9684.0,3430.0,4412.0
Arizona State,2019,8.0,5.0,0.0,104151,44038.0,0.4927,0.0383,0.2266,0.0853,0.8647,1230.0,25.0,0.8844,0.6349,11338.0,29428.0,11736.0,0.7887,1171.0,13164.0,9684.0,3430.0,4412.0
Arizona State,2018,7.0,6.0,0.0,104151,42529.0,0.5008,0.0372,0.215,0.08,0.8478,1240.0,26.0,0.8765,0.6904,10822.0,28336.0,11451.0,0.7766,1148.0,12648.0,9684.0,3430.0,4412.0
Arizona State,2017,7.0,6.0,0.0,104151,42181.0,0.5,0.0377,0.2067,0.0745,0.8415,1235.0,26.0,0.8659,0.6335,10792.0,27372.0,11348.0,0.789,1125.0,12209.0,9493.0,3404.0,4708.0
Arizona State,2016,5.0,7.0,0.0,104151,42224.0,0.5081,0.0384,0.1958,0.071,0.825,1147.0,25.0,0.8588,0.6736,10370.0,26470.0,11068.0,0.9201,1103.0,11386.0,9216.0,3404.0,4708.0
Arizona State,2015,6.0,7.0,0.0,104151,41222.0,0.523,0.0382,0.1891,0.0693,0.8291,1158.0,26.0,0.8619,0.6553,10158.0,25458.0,10941.0,0.9115,1081.0,11061.0,9216.0,3404.0,4708.0
Arizona State,2014,10.0,3.0,0.0,104151,39316.0,0.5457,0.0394,0.188,0.0686,0.8433,1145.0,25.0,0.8609,0.6343,10157.0,24503.0,10647.0,0.8611,1060.0,10010.0,8788.0,3404.0,4386.0
Arizona State,2013,10.0,4.0,0.0,104151,38480.0,0.5755,0.0398,0.1853,0.0677,0.8023,1145.0,25.0,0.844,0.5947,9861.0,23654.0,10405.0,0.8787,1040.0,9782.0,8788.0,3154.0,4386.0
Arizona State,2012,8.0,5.0,0.0,104151,59183.0,0.5988,0.0506,0.1937,0.0582,0.8891,1105.0,24.0,0.7995,0.5683,9724.0,22977.0,9620.0,0.905,1020.0,9094.0,8788.0,3163.0,4387.0
Arizona State,2011,6.0,7.0,0.0,104151,58184.0,0.6112,0.0519,0.1872,0.0575,0.8664,1099.0,24.0,0.8351,0.5747,9720.0,22319.0,9039.0,0.922,1000.0,9094.0,8616.0,3102.0,4302.0
Arizona State,2010,6.0,6.0,0.0,104151,56232.0,0.6216,0.052,0.1785,0.0578,0.905,1077.0,23.0,0.8402,0.5867,8132.0,20596.0,8987.0,0.9292,1290.0,9706.0,8616.0,2796.0,4046.0
Arizona State,2009,4.0,8.0,0.0,104151,53902.0,0.5081,0.0398,0.1958,0.071,0.9034,1076.0,23.0,0.8116,0.5576,6844.0,19629.0,8928.0,0.8768,1270.0,9210.0,8156.0,2966.0,3676.0
Arizona State,2008,5.0,7.0,0.0,104151,52883.0,0.5081,0.0398,0.1958,0.071,0.9431,1073.0,23.0,0.7952,0.5599,5661.0,17949.0,8785.0,0.8525,1130.0,8790.0,7590.0,3190.0,3520.0
Arizona State,2007,10.0,3.0,0.0,104151,38597.0,0.5081,0.0398,0.1958,0.071,0.9242,1086.0,23.0,0.7795,0.5555,4971.0,17003.0,9302.0,0.8609,950.0,7320.0,7410.0,3830.0,3880.0
Arizona State,2006,7.0,6.0,0.0,104151,38984.0,0.5081,0.0398,0.1958,0.071,0.9242,1086.0,23.0,0.79,0.5638,4688.0,15847.0,8894.0,0.883,950.0,6900.0,6900.0,3822.0,3822.0
Arizona State,2005,7.0,5.0,0.0,104151,39649.0,0.5081,0.0398,0.1958,0.071,0.9102,1096.0,23.0,0.79,0.5493,4406.0,15095.0,8421.0,0.8551,948.0,6768.0,6768.0,3726.0,3726.0
Arizona State,2004,9.0,3.0,0.0,104151,38117.0,0.5081,0.0398,0.1958,0.071,0.861,1099.0,24.0,0.77,0.5458,4064.0,12919.0,8109.0,0.8551,838.0,6574.0,6574.0,3726.0,3726.0
Arizona State,2003,5.0,7.0,0.0,104151,37336.0,0.5081,0.0398,0.1958,0.071,0.884,1085.0,23.0,0.844,0.52,3595.0,12115.0,7600.0,0.8492,823.0,6453.0,6453.0,3657.0,3657.0
Arizona State,2002,8.0,6.0,0.0,104151,35573.0,0.5081,0.0398,0.1958,0.071,0.8474,1079.0,23.0,0.844,0.5191,2585.0,11105.0,7432.0,0.8498,748.0,5866.0,5866.0,3325.0,3325.0
Arkansas,2022,7.0,6.0,0.0,106397,26002.0,0.7421,0.0429,0.1068,0.028,0.7893,1167.0,26.0,0.8558,0.6919,9656.0,27410.0,10237.0,0.8006,1100.0,12368.0,12368.0,5176.0,5176.0
Arkansas,2021,9.0,4.0,0.0,106397,24001.0,0.7387,0.0446,0.1039,0.0279,0.8267,1188.0,25.0,0.8708,0.6968,9574.0,26390.0,10047.0,0.8463,1100.0,11942.0,11942.0,4362.0,4362.0
Arkansas,2020,3.0,7.0,0.0,106397,22624.0,0.7454,0.0417,0.0995,0.0271,0.7767,1236.0,26.0,0.8471,0.685,9384.0,25872.0,9951.0,0.8825,1100.0,11330.0,11330.0,4362.0,4362.0
Arkansas,2019,2.0,10.0,0.0,106397,22766.0,0.7557,0.0398,0.093,0.0255,0.7709,1253.0,27.0,0.842,0.6621,9384.0,25872.0,10058.0,0.8514,1100.0,11330.0,11330.0,4330.0,4330.0
Arkansas,2018,2.0,10.0,0.0,106397,23121.0,0.7597,0.0413,0.0898,0.025,0.7747,1238.0,26.0,0.838,0.6553,9130.0,25168.0,9866.0,0.8632,1046.0,11020.0,11020.0,4304.0,4304.0
Arkansas,2017,4.0,8.0,0.0,106397,22763.0,0.7619,0.0446,0.0877,0.0249,0.6596,1239.0,26.0,0.8221,0.6152,9062.0,24308.0,9671.0,0.869,1046.0,10704.0,10704.0,4104.0,4104.0
Arkansas,2016,7.0,6.0,0.0,106397,22254.0,0.7652,0.0479,0.0818,0.0244,0.632,1170.0,26.0,0.8244,0.6447,8820.0,23168.0,9298.0,0.8822,1046.0,10332.0,10332.0,4104.0,4104.0
Arkansas,2015,8.0,5.0,0.0,106397,21815.0,0.7722,0.0479,0.076,0.0248,0.6006,1154.0,26.0,0.8212,0.6249,8522.0,21826.0,9169.0,0.8733,1000.0,9880.0,9880.0,4104.0,4104.0
Arkansas,2014,7.0,6.0,0.0,106397,21405.0,0.7798,0.05,0.0692,0.0251,0.6204,1155.0,26.0,0.8284,0.6228,8210.0,20300.0,9085.0,0.8714,1400.0,9454.0,9454.0,4002.0,4002.0
Arkansas,2013,3.0,9.0,0.0,106397,20776.0,0.7874,0.0492,0.0644,0.0237,0.5858,1156.0,26.0,0.821,0.601,7818.0,19074.0,8902.0,0.8663,1380.0,9042.0,9042.0,3972.0,3972.0
Arkansas,2012,4.0,8.0,0.0,106397,19978.0,0.7936,0.0502,0.0573,0.0259,0.6347,1157.0,26.0,0.8122,0.6035,7554.0,18434.0,8827.0,0.9205,1278.0,8672.0,8672.0,3968.0,3968.0
Arkansas,2011,11.0,2.0,0.0,106397,18617.0,0.8018,0.0502,0.0508,0.0255,0.609,1157.0,26.0,0.8347,0.5902,7174.0,17606.0,8395.0,0.9103,1214.0,8330.0,8330.0,3746.0,3746.0
Arkansas,2010,10.0,3.0,0.0,106397,16794.0,0.8104,0.0485,0.0457,0.0251,0.604,1158.0,26.0,0.8267,0.5793,6768.0,16000.0,8262.0,0.9136,1162.0,8042.0,8042.0,3518.0,3518.0
Arkansas,2009,8.0,5.0,0.0,106397,15347.0,0.8199,0.0471,0.039,0.0259,0.5609,1175.0,26.0,0.8315,0.5912,6459.0,15336.0,8141.0,0.9107,1082.0,7732.0,9667.0,2968.0,4053.0
Arkansas,2008,5.0,7.0,0.0,106397,14861.0,0.7686999999999999,0.0475,0.0789,0.0253,0.5766,1160.0,26.0,0.8072,0.5756,6400.0,15278.0,8198.0,0.9089,1008.0,7422.0,9667.0,3632.0,4053.0
Arkansas,2007,8.0,5.0,0.0,106397,14442.0,0.7686999999999999,0.0475,0.0789,0.0253,0.6179,1178.0,26.0,0.8285,0.5799,6038.0,14492.0,7992.0,0.9142,966.0,7017.0,9667.0,3138.0,4053.0
Arkansas,2006,10.0,4.0,0.0,106397,13876.0,0.7686999999999999,0.0475,0.0789,0.0253,0.6834,1148.0,25.0,0.83,0.5553,5808.0,13942.0,7689.0,0.9075,956.0,6522.0,9667.0,3112.0,4053.0
Arkansas,2005,4.0,7.0,0.0,106397,13654.0,0.7686999999999999,0.0475,0.0789,0.0253,0.8745,1147.0,25.0,0.81,0.5642,5495.0,13222.0,7288.0,0.9369,923.0,6365.0,9667.0,3004.0,4053.0
Arkansas,2004,5.0,6.0,0.0,106397,13124.0,0.7686999999999999,0.0475,0.0789,0.0253,0.7848,1148.0,25.0,0.84,0.5289,5135.0,12425.0,7044.0,0.9206,892.0,5927.0,5927.0,2902.0,2902.0
Arkansas,2003,9.0,4.0,0.0,106397,12720.0,0.7686999999999999,0.0475,0.0789,0.0253,0.8488,1152.0,25.0,0.8285,0.4828,4768.0,11518.0,6775.0,0.9206,851.0,5087.0,5087.0,2342.0,2342.0
Arkansas,2002,9.0,5.0,0.0,106397,12565.0,0.7686999999999999,0.0475,0.0789,0.0253,0.8611,1148.0,25.0,0.8285,0.4558,4456.0,10828.0,6643.0,0.9424,840.0,4810.0,4810.0,2312.0,2312.0
Arkansas State,2022,3.0,9.0,0.0,106458,7463.0,0.6873,0.1443,0.0472,0.01,0.6951,1119.0,23.0,0.7756,0.5281,7456.0,13312.0,7516.0,1.0,1250.0,10100.0,9657.0,5747.0,7403.0
Arkansas State,2021,2.0,10.0,0.0,106458,7478.0,0.7113,0.14,0.0444,0.0102,0.6329,1149.0,23.0,0.7473,0.5384,7130.0,12698.0,7423.0,1.0,1250.0,9640.0,9570.0,4633.0,5753.0
Arkansas State,2020,4.0,7.0,0.0,106458,7739.0,0.7308,0.1353,0.0438,0.0083,0.6719,1149.0,23.0,0.7905,0.5301,7315.0,12883.0,7240.0,1.0,1250.0,10022.0,9367.0,4708.0,5970.0
Arkansas State,2019,8.0,5.0,0.0,106458,8159.0,0.7397,0.134,0.037,0.0088,0.7991,1188.0,24.0,0.7525,0.5302,8900.0,15860.0,7216.0,0.7,1250.0,9672.0,9108.0,4566.0,4566.0
Arkansas State,2018,8.0,5.0,0.0,106458,8623.0,0.7478,0.1309,0.0324,0.0089,0.7721,1189.0,24.0,0.765,0.4822,8607.0,15297.0,6902.0,0.7609,1298.0,9025.0,9045.0,4171.0,5242.0
Arkansas State,2017,7.0,5.0,0.0,106458,8856.0,0.7464,0.1338,0.0281,0.0089,0.6602,1165.0,24.0,0.7284,0.475,8478.0,14778.0,7077.0,0.7339,1137.0,8740.0,9000.0,4131.0,5202.0
Arkansas State,2016,8.0,5.0,0.0,106458,9128.0,0.7406,0.1357,0.0255,0.0081,0.704,1090.0,24.0,0.75,0.4545,8200.0,14260.0,7016.0,0.7518,1137.0,8540.0,8910.0,4131.0,5202.0
Arkansas State,2015,9.0,4.0,0.0,106458,8909.0,0.7431,0.1375,0.0249,0.0073,0.7024,1088.0,24.0,0.7601,0.4012,8050.0,14050.0,6920.0,0.7205,1000.0,8140.0,8829.0,4913.0,4913.0
Arkansas State,2014,7.0,6.0,0.0,106458,9139.0,0.7372,0.1448,0.0235,0.0074,0.7239,1088.0,24.0,0.7454,0.393,7720.0,13480.0,6927.0,0.7288,1000.0,7750.0,17260.0,4624.0,4624.0
Arkansas State,2013,8.0,5.0,0.0,106458,9325.0,0.7302,0.1466,0.0203,0.0075,0.7551,1088.0,24.0,0.7312,0.3698,7510.0,13120.0,6957.0,0.743,1000.0,7520.0,17613.0,3984.0,3984.0
Arkansas State,2012,10.0,3.0,0.0,106458,9496.0,0.7119,0.1593,0.0204,0.0071,0.7056,1049.0,23.0,0.7041,0.3954,7180.0,12610.0,6550.0,0.8118,1000.0,7202.0,17775.0,3917.0,3517.0
Arkansas State,2011,10.0,3.0,0.0,106458,9455.0,0.7056,0.1647,0.0191,0.0065,0.6325,1067.0,23.0,0.7129,0.3837,6934.0,12238.0,6187.0,0.7416,1000.0,6898.0,18009.0,3781.0,2950.0
Arkansas State,2010,4.0,8.0,0.0,106458,9489.0,0.6854,0.1752,0.0136,0.0051,0.6755,1030.0,22.0,0.7085,0.3372,6640.0,14860.0,5946.0,0.7415,1000.0,6538.0,18603.0,3636.0,3636.0
Arkansas State,2009,4.0,8.0,0.0,106458,9441.0,0.6776,0.1716,0.0097,0.0055,0.7703,990.0,21.0,0.6792,0.3724,6370.0,14290.0,5913.0,0.737,1000.0,6256.0,17748.0,3600.0,3600.0
Arkansas State,2008,6.0,6.0,0.0,106458,9234.0,0.7304999999999999,0.14215,0.0252,0.0078,0.7804,990.0,21.0,0.6831,0.3879,6370.0,14290.0,5949.0,0.7294,1000.0,5806.0,10500.0,3130.0,4275.0
Arkansas State,2007,5.0,7.0,0.0,106458,9087.0,0.7304999999999999,0.14215,0.0252,0.0078,0.7984,990.0,21.0,0.6861,0.3783,6010.0,13390.0,5822.0,0.7228,1000.0,5220.0,10500.0,3055.0,4275.0
Arkansas State,2006,6.0,6.0,0.0,106458,8955.0,0.7304999999999999,0.14215,0.0252,0.0078,0.7388,990.0,21.0,0.72,0.4041,5710.0,12760.0,5609.0,0.7367,1000.0,5050.0,10500.0,3055.0,4275.0
Arkansas State,2005,6.0,6.0,0.0,106458,8650.0,0.7304999999999999,0.14215,0.0252,0.0078,0.6476,990.0,21.0,0.65,0.3912,5440.0,12145.0,5592.0,0.7376,1000.0,4510.0,12485.0,2966.0,2966.0
Arkansas State,2004,3.0,8.0,0.0,106458,8773.0,0.7304999999999999,0.14215,0.0252,0.0078,0.6399,970.0,21.0,0.68,0.3613,5155.0,11515.0,5397.0,0.7311,1000.0,4320.0,11715.0,2880.0,2880.0
Arkansas State,2003,5.0,7.0,0.0,106458,9000.0,0.7304999999999999,0.14215,0.0252,0.0078,0.6603,1010.0,22.0,0.7284,0.377,4810.0,10720.0,5189.0,0.7264,1000.0,4155.0,11190.0,2880.0,2880.0
Arkansas State,2002,6.0,7.0,0.0,106458,8826.0,0.7304999999999999,0.14215,0.0252,0.0078,0.7265,1030.0,22.0,0.7284,0.3643,4480.0,10090.0,5078.0,0.7461,900.0,4060.0,9810.0,2700.0,2700.0
Auburn,2022,5.0,7.0,0.0,100858,25234.0,0.8269,0.0425,0.0395,0.0279,0.4374,1292.0,27.0,0.9261,0.8075,12176.0,32960.0,11608.0,0.8539,1200.0,14998.0,14998.0,6028.0,6028.0
Auburn,2021,6.0,7.0,0.0,100858,24782.0,0.8181,0.0461,0.0382,0.0238,0.7118,1215.0,27.0,0.9289,0.8088,11826.0,31986.0,11093.0,0.8436,1200.0,14596.0,14596.0,6028.0,6028.0
Auburn,2020,6.0,5.0,0.0,100858,24368.0,0.8101,0.0465,0.0355,0.0238,0.8507,1302.0,28.0,0.9197,0.787,11796.0,31956.0,10722.0,0.8654,1200.0,13778.0,13778.0,5904.0,5904.0
