UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,UGDS_delta,UGDS_WOMEN_delta,UGDS_MEN_delta,ADM_RATE_delta,SAT_AVG_delta,ACTCMMID_delta,RET_FT4_delta,C150_4_delta,TUITIONFEE_IN_delta,TUITIONFEE_OUT_delta,UGDS_WHITE_delta,UGDS_BLACK_delta,UGDS_HISP_delta,UGDS_ASIAN_delta,won_One_year_ago,lost_One_year_ago,tied_One_year_ago,games_One_year_ago,won_Two_years_ago,lost_Two_years_ago,tied_Two_years_ago,games_Two_years_ago,won_Three_years_ago,lost_Three_years_ago,tied_Three_years_ago,games_Three_years_ago,won_Four_years_ago,lost_Four_years_ago,tied_Four_years_ago,games_Four_years_ago,won_Five_years_ago,lost_Five_years_ago,tied_Five_years_ago,games_Five_years_ago,won_Six_years_ago,lost_Six_years_ago,tied_Six_years_ago,games_Six_years_ago,won_Seven_years_ago,lost_Seven_years_ago,tied_Seven_years_ago,games_Seven_years_ago,won_Eight_years_ago,lost_Eight_years_ago,tied_Eight_years_ago,games_Eight_years_ago,won_Nine_years_ago,lost_Nine_years_ago,tied_Nine_years_ago,games_Nine_years_ago,won_Ten_years_ago,lost_Ten_years_ago,tied_Ten_years_ago,games_Ten_years_ago,won_Eleven_year_ago,lost_Eleven_year_ago,tied_Eleven_year_ago,games_Eleven_year_ago,won_Twelve_years_ago,lost_Twelve_years_ago,tied_Twelve_years_ago,games_Twelve_years_ago,won_Thirteen_years_ago,lost_Thirteen_years_ago,tied_Thirteen_years_ago,games_Thirteen_years_ago,won_Fourteen_years_ago,lost_Fourteen_years_ago,tied_Fourteen_years_ago,games_Fourteen_years_ago,won_Fifteen_years_ago,lost_Fifteen_years_ago,tied_Fifteen_years_ago,games_Fifteen_years_ago,won_Sixteen_years_ago,lost_Sixteen_years_ago,tied_Sixteen_years_ago,games_Sixteen_years_ago,won_Seventeen_years_ago,lost_Seventeen_years_ago,tied_Seventeen_years_ago,games_Seventeen_years_ago,won_Eighteen_years_ago,lost_Eighteen_years_ago,tied_Eighteen_years_ago,games_Eighteen_years_ago,won_Nineteen_years_ago,lost_Nineteen_years_ago,tied_Nineteen_years_ago,games_Nineteen_years_ago,won_Twenty_years_ago,lost_Twenty_years_ago,tied_Twenty_years_ago,games_Twenty_years_ago
220862,00350900,University of Memphis,Memphis,1996,14153.0,1,1,4,5,11,13,0.4552,5569.0,0.6463,1325.0,8167.5,8243.5,4478.0,4478.0,1,0.5746,0.4254,,1031.0,22.0,0.7583,0.37305,7390.0,16630.0,0.48425,0.38135,0.04505,0.02995,2,,,,,,,,,,,,,,,6,5,0,11,6,5,0,11,6,5,0,11,5,6,0,11,4,6,1,11,2,9,0,11,6,5,0,11,5,5,1,11,1,10,0,11,2,7,2,11,5,5,1,11,6,4,1,11,1,10,0,11,1,10,0,11,2,9,0,11,5,6,0,11,4,7,0,11,6,5,0,11,8,3,0,11,7,4,0,11
220978,00351000,Middle Tennessee State University,Murfreesboro,1996,15880.0,1,1,4,5,12,13,0.4019,4881.0,0.7421,1260.0,7415.0,7899.0,3218.0,3218.0,1,0.5457,0.4543,,1030.5,22.0,0.733,0.43889999999999996,6982.0,21142.0,0.65005,0.193,0.0464,0.027999999999999997,2,,,,,,,,,,,,,,,8,3,1,12,5,6,0,11,10,3,0,13,9,4,0,13,11,2,0,13,9,4,0,13,7,4,0,11,6,5,0,11,6,5,0,11,11,1,0,12,11,3,0,14,8,2,0,10,8,3,0,11,6,5,0,11,2,8,0,10,1,9,0,10,1,9,1,11,3,8,0,11,4,7,0,11,4,7,0,11
225247,00357100,Hardin-Simmons University,Abilene,1996,1931.0,1,1,4,6,12,13,0.3387,4003.0,0.6829,800.0,6456.0,6792.0,2578.0,2838.0,1,0.5111,0.4889,,1036.0,22.0,0.66,0.49615,22350.0,22350.0,0.6866,0.0718,0.1543,0.0094,2,,,,,,,,,,,,,,,8,3,0,11,10,3,0,13,10,2,0,12,5,5,0,10,3,6,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230764,00367500,University of Utah,Salt Lake City,1996,19979.0,1,1,4,7,12,13,0.2725,6208.0,0.8463,1086.0,7119.0,9108.0,3695.0,3695.0,1,0.4641,0.5359,,1111.0,24.0,0.8687,0.56185,6762.0,21388.0,0.69835,0.0136,0.11699999999999999,0.05625,2,,,,,,,,,,,,,,,10,2,0,12,7,6,0,13,6,6,0,12,7,5,0,12,4,7,0,11,4,8,0,12,6,5,0,11,5,7,0,12,2,9,0,11,8,4,0,12,6,5,1,12,5,6,0,11,5,6,0,11,8,2,1,11,5,5,1,11,6,6,0,12,8,3,0,11,3,8,0,11,3,8,0,11,1,10,0,11
236939,00380000,Washington State University,Pullman,1996,16317.0,1,1,4,8,32,13,0.3078,5600.0,0.8227,948.0,9653.0,11083.0,3542.0,3542.0,1,0.4953,0.5047,,1076.0,23.0,0.8087,0.6262,10799.0,22077.0,0.6196,0.0299,0.13785,0.0571,2,,,,,,,,,,,,,,,8,4,0,12,5,6,0,11,9,3,0,12,4,7,0,11,3,8,0,11,6,5,0,11,9,3,0,12,3,7,1,11,3,7,1,11,4,7,0,11,6,5,0,11,7,4,0,11,3,7,1,11,8,3,1,12,4,7,0,11,4,7,0,11,3,7,1,11,7,4,0,11,3,8,0,11,3,8,0,11
236948,00379800,University of Washington-Seattle Campus,Seattle,1996,25017.0,1,3,4,8,11,13,0.2131,6428.0,0.7773,900.0,9585.0,11742.0,2679.0,2733.0,1,0.506,0.494,,1217.5,27.0,0.9316,0.7996,10574.0,28058.0,0.4245,0.0301,0.0734,0.2575,2,,,,,,,,,,,,,,,7,4,0,11,7,4,0,11,9,3,0,12,12,0,0,12,10,2,0,12,8,4,0,12,6,5,0,11,7,4,1,12,8,3,1,12,7,5,0,12,11,1,0,12,8,4,0,12,10,2,0,12,10,2,0,12,9,3,0,12,10,2,0,12,7,4,0,11,10,2,0,12,5,6,0,11,6,5,0,11
238032,00382700,West Virginia University,Morgantown,1996,14897.0,1,1,4,5,13,13,0.2419,5481.0,0.7446,900.0,8005.0,7200.0,2292.5,2458.0,1,0.4725,0.5275,,1069.0,24.0,0.7942,0.5686,5674.0,17844.0,0.8149,0.04005,0.0363,0.0155,2,,,,,,,,,,,,,,,7,6,0,13,11,1,0,12,5,4,2,11,6,5,0,11,4,7,0,11,8,3,1,12,11,1,0,12,6,6,0,12,4,7,0,11,7,3,1,11,8,4,0,12,9,3,0,12,9,3,0,12,9,3,0,12,6,6,0,12,5,6,0,11,2,9,0,11,5,6,0,11,5,6,0,11,9,3,0,12
240444,00389500,University of Wisconsin-Madison,Madison,1996,26644.0,1,1,4,3,11,13,0.1446,6909.0,0.7949,1120.0,7579.5,8550.0,3108.0,2970.0,1,0.5223,0.4777,,1268.5,28.0,0.9482,0.8157,9665.0,25415.0,0.762,0.0212,0.0479,0.0555,2,,,,,,,,,,,,,,,8,3,1,12,10,1,1,12,5,6,0,11,5,6,0,11,1,10,0,11,2,9,0,11,1,10,0,11,3,8,0,11,3,9,0,12,5,6,0,11,7,4,1,12,7,4,0,11,7,5,0,12,7,5,0,12,4,7,0,11,4,7,0,11,5,4,2,11,5,6,0,11,5,6,0,11,4,6,1,11
240727,00393200,University of Wyoming,Laramie,1996,8620.0,1,1,4,7,33,13,0.2181,5226.0,0.9371,1200.0,8559.5,10178.5,3064.0,3040.0,1,0.5153,0.4847,,1103.5,24.0,0.7558,0.55405,4125.0,12855.0,0.77595,0.01125,0.06620000000000001,0.01125,2,,,,,,,,,,,,,,,6,6,0,12,8,4,0,12,5,7,0,12,4,6,1,11,9,4,0,13,5,6,0,11,11,2,0,13,10,3,0,13,7,5,0,12,3,8,0,11,6,6,0,12,7,5,0,12,5,7,0,12,8,3,0,11,6,5,0,11,4,8,0,12,5,7,0,12,4,6,1,11,8,4,0,12,2,9,0,11
102094,00105700,University of South Alabama,Mobile,1997,4825.0,1,2,4,5,12,13,0.3743,5439.0,0.6624,1200.0,6983.0,8131.0,3108.0,3108.0,1,0.5637,0.4363,,1046.0,23.0,0.7098,0.3072,6204.0,12108.0,0.6109,0.2213,0.0279,0.0317,2,0.01004814737282822,0.01039612833841197,-0.013119203800045165,,0.0,0.0,0.0,-0.15789473684210542,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104179,00108300,University of Arizona,Tucson,1997,24769.0,1,1,4,6,11,13,0.2896,6850.0,0.7586,808.0,8818.5,10125.0,3350.0,5600.0,1,0.5156,0.4844,,1103.0,24.0,0.8039,0.5166,10035.0,25494.0,0.5227,0.038,0.2535,0.054,2,-0.015462278400508733,0.01796643632773942,-0.018439716312056764,,0.0,0.0,0.0,-0.1292769256699815,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0,11,8,4,0,12,10,2,0,12,6,5,1,12,4,7,0,11,7,5,0,12,8,4,0,12,7,4,0,11,4,4,3,11,9,3,0,12,8,3,1,12,7,4,0,11,7,3,1,11,6,4,1,11,6,5,0,11,5,6,0,11,6,5,1,12,5,6,0,11,5,7,0,12,5,6,0,11
106397,00110800,University of Arkansas,Fayetteville,1997,11483.0,1,1,4,5,13,13,0.2043,5748.0,0.9075,1046.0,8186.0,9454.0,3689.0,3972.0,1,0.478,0.522,,1157.5,26.0,0.8285,0.4186,7174.0,17606.0,0.7686999999999999,0.0475,0.0789,0.0253,2,-0.0035577924331828825,0.009290540540540349,-0.00835866261398166,,0.0,0.0,0.0,-0.2845055978121527,0.0,0.0,0.0,0.0,0.0,0.0,8,5,0,13,4,7,0,11,6,4,1,11,3,7,1,11,6,6,0,12,3,8,0,11,10,2,0,12,10,2,0,12,9,4,0,13,9,3,0,12,10,2,0,12,7,4,1,12,6,5,0,11,9,2,1,12,8,4,0,12,7,5,0,12,10,2,0,12,9,2,1,12,11,1,0,12,5,5,1,11
106458,00109000,Arkansas State University,Jonesboro,1997,8983.0,1,3,4,5,13,13,0.4412,4808.0,0.7376,1000.0,6718.0,9657.0,3708.5,3636.0,1,0.5602,0.4398,,1058.0,23.0,0.7284,0.2827,6934.0,13120.0,0.7304999999999999,0.14215,0.0252,0.0078,2,0.02522255192878342,0.010461760461760505,-0.01301615798922795,,0.0,0.0,0.0,-0.2672369103162261,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0,11,1,10,0,11,2,8,1,11,2,9,0,11,1,10,0,11,3,7,1,11,5,6,0,11,5,6,0,11,8,4,1,13,12,2,1,15,9,4,0,13,8,4,1,13,5,5,1,11,5,6,0,11,6,5,0,11,2,9,0,11,4,7,0,11,7,4,0,11,7,4,0,11,5,6,0,11
127060,00137100,University of Denver,Denver,1997,3598.0,1,1,4,7,11,13,0.1649,6341.0,0.5073,1200.0,10201.5,11094.5,2469.0,2059.5,1,0.5748,0.4252,,1230.5,28.0,0.865,0.6746,37833.0,37833.0,0.6831499999999999,0.025050000000000003,0.09834999999999999,0.0416,2,0.07789095266626722,-0.013049450549450614,0.01819923371647514,,0.0,0.0,0.0,-0.1009528886519625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139755,00156900,Georgia Institute of Technology-Main Campus,Atlanta,1997,9524.0,1,1,4,5,11,13,0.1485,8190.0,0.9568,1000.0,8826.0,10924.0,1620.0,1620.0,1,0.2818,0.7182,,1344.5,30.0,0.9552,0.6777,9875.0,28632.0,0.50405,0.0668,0.0665,0.1938,2,0.00751084311858663,0.015495495495495337,-0.005951557093425763,,0.0,0.0,0.0,-0.1426944971537002,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0,11,1,10,0,11,5,6,0,11,5,6,0,11,8,5,0,13,11,0,1,12,7,4,0,11,3,8,0,11,2,9,0,11,5,5,1,11,9,2,1,12,6,4,1,11,3,8,0,11,6,5,0,11,1,10,0,11,1,9,1,11,4,6,1,11,7,5,0,12,6,5,0,11,4,6,1,11
139931,00157200,Georgia Southern University,Statesboro,1997,12245.0,1,1,4,5,32,13,0.3697,5037.0,0.8801,1200.0,8717.0,8326.0,5650.0,5650.0,1,0.5321,0.4679,,1086.5,23.0,0.79,0.365,5659.0,15240.0,0.6251500000000001,0.25525,0.0502,0.0171,2,-0.02430278884462156,-0.016632785067455247,0.01961211592939649,,0.0,0.0,0.0,-0.20626291181907142,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139940,00157400,Georgia State University,Atlanta,1997,16276.0,1,1,4,5,11,13,0.497,6842.0,0.9435,1260.0,11380.0,9510.0,2888.0,4040.0,1,0.607,0.393,,1077.5,23.0,0.8232,0.2493,8368.0,23186.0,0.25485,0.41065,0.09995000000000001,0.12885000000000002,2,0.040598427210536414,0.006967485069674817,-0.010574018126888185,,0.0,0.0,0.0,-0.4776869893148963,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139959,00159800,University of Georgia,Athens,1997,22983.0,1,1,4,5,12,13,0.2153,6782.0,0.8657,868.0,8584.0,7946.0,1912.0,3951.0,1,0.5438,0.4562,,1230.5,28.0,0.9415,0.6232,9472.0,27682.0,0.7071000000000001,0.0738,0.0557,0.09815,2,0.013672650288889976,0.014362991979108175,-0.016598404828626845,,0.0,0.0,0.0,-0.22371699053313399,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,12,6,4,1,11,5,6,0,11,10,2,0,12,9,3,0,12,4,7,0,11,6,6,0,12,9,3,0,12,9,3,0,12,8,4,0,12,7,3,2,12,7,4,1,12,10,1,1,12,11,1,0,12,10,2,0,12,12,0,0,12,6,5,0,11,9,2,1,12,5,6,0,11,10,2,0,12
153603,00186900,Iowa State University,Ames,1997,20717.0,1,1,4,4,13,13,0.2113,7057.0,0.8444,997.5,7546.5,7950.0,2632.0,3164.0,1,0.4344,0.5656,,1145.0,25.0,0.8639,0.6007,7486.0,19358.0,0.7682,0.026250000000000002,0.0487,0.03055,2,0.03069651741293522,0.01023255813953483,-0.007719298245614015,,0.0,0.0,0.0,-0.11733157005363304,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,11,0,10,1,11,3,8,0,11,4,7,0,11,3,7,1,11,4,6,1,11,6,5,0,11,5,6,0,11,3,8,0,11,6,5,0,11,5,6,0,11,2,7,2,11,4,7,0,11,4,6,1,11,5,5,1,11,6,5,0,11,3,8,0,11,8,4,0,12,8,4,0,12,8,3,0,11
159391,00201000,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,1997,21216.0,1,1,4,5,12,13,0.2028,5819.0,0.8963,1160.0,8440.0,13805.0,2880.0,3418.0,1,0.5115,0.4885,,1163.5,26.0,0.8364,0.4716,6354.0,19362.0,0.7268,0.1192,0.06095,0.0421,2,0.07281553398058249,0.013071895424836555,-0.013330640274691996,,0.0,0.0,0.0,-0.22363980574532882,0.0,0.0,0.0,0.0,0.0,0.0,7,4,1,12,4,7,0,11,5,6,0,11,2,9,0,11,5,6,0,11,5,6,0,11,4,7,0,11,8,4,0,12,10,1,1,12,9,3,0,12,9,2,1,12,8,3,1,12,4,7,0,11,8,3,1,12,3,7,1,11,7,4,0,11,7,5,0,12,8,4,0,12,8,4,0,12,7,3,1,11
174066,00396900,University of Minnesota-Twin Cities,Minneapolis,1997,26072.0,1,1,4,4,11,13,0.189,7596.0,0.823,1000.0,7705.0,7705.0,2194.0,2194.0,1,0.5121,0.4879,,1251.5,28.0,0.9044,0.5225,13022.0,20252.0,0.6939500000000001,0.04535,0.0359,0.09140000000000001,2,-0.29700434114379703,-0.034320196115406376,0.03874813710879277,,0.0,0.0,0.0,-0.2448330683624801,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,11,3,8,0,11,4,7,0,11,2,9,0,11,2,9,0,11,6,5,0,11,6,5,0,11,2,7,2,11,6,5,0,11,6,6,0,12,7,5,0,12,4,7,0,11,1,10,0,11,3,8,0,11,6,5,0,11,5,6,0,11,4,6,1,11,5,6,0,11,7,5,0,12,6,5,0,11
176372,00244100,University of Southern Mississippi,Hattiesburg,1997,11821.0,1,1,4,5,13,13,0.471,5494.0,0.802,1200.0,6907.0,8800.0,3527.0,3702.0,1,0.593,0.407,,1030.5,22.0,0.73,0.3962,5834.0,11204.0,0.6078,0.2908,0.0323,0.0122,2,0.036657020082434544,0.022413793103448265,-0.030952380952380953,,0.0,0.0,0.0,-0.16174759335660638,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0,11,6,5,0,11,3,7,1,11,7,4,0,11,4,7,0,11,8,4,0,12,5,6,0,11,10,2,0,12,6,5,0,11,6,5,0,11,7,4,0,11,4,7,0,11,8,3,0,11,7,4,0,11,9,2,1,12,9,3,0,12,6,4,1,11,7,4,0,11,6,6,0,12,3,8,0,11
178396,00251600,University of Missouri-Columbia,Columbia,1997,17012.0,1,1,4,4,12,13,0.2072,6709.0,0.7053,1010.0,8625.0,9808.0,3133.0,3742.0,1,0.5261,0.4739,,1168.5,26.0,0.8525,0.5748,8989.0,21784.0,0.79015,0.07575,0.036699999999999997,0.02385,2,0.013946835141256386,-0.0018971732119142937,0.0021146119687036613,,0.0,0.0,0.0,-0.1613656259118763,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,11,3,8,1,12,3,7,1,11,3,8,0,11,3,7,1,11,4,7,0,11,2,9,0,11,3,7,1,11,5,6,0,11,3,8,0,11,1,10,0,11,3,7,1,11,7,5,0,12,5,4,2,11,8,4,0,12,8,4,0,12,7,5,0,12,8,4,0,12,4,7,0,11,7,4,0,11
182281,00256900,University of Nevada-Las Vegas,Las Vegas,1997,14237.0,1,1,4,8,12,13,0.3576,6188.0,0.9863,1100.0,10192.0,9273.0,2823.0,5562.0,2,0.5328,0.4672,,1012.0,22.0,0.7631,0.3746,6428.0,20023.0,0.34245,0.07880000000000001,0.2701,0.1592,2,0.029354348926324825,0.004903809883063159,-0.005534269902085942,,0.0,0.0,0.0,-0.07586036758356973,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,11,7,5,0,12,3,8,0,11,6,5,0,11,4,7,0,11,4,7,0,11,4,7,0,11,4,7,0,11,5,6,0,11,6,5,0,11,5,5,1,11,0,13,0,13,7,4,0,11,3,8,0,11,6,6,0,12,7,4,0,11,9,1,2,12,7,4,0,11,9,2,0,11,8,3,0,11
182290,00256800,University of Nevada-Reno,Reno,1997,8428.0,1,1,4,8,11,13,0.2624,6768.0,0.9508,1300.0,10130.5,10254.0,4494.0,5415.0,1,0.5316,0.4684,,1063.0,23.0,0.7964,0.383,5630.0,19226.0,0.5973999999999999,0.03385,0.19519999999999998,0.07245,2,0.0089788100083803,0.019562715765247374,-0.02131216046803186,,0.0,0.0,0.0,-0.23924918065349088,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0,12,9,2,0,11,7,4,0,11,7,5,0,12,12,1,0,13,13,2,0,15,7,4,0,11,7,4,0,11,5,6,0,11,13,1,0,14,11,2,0,13,7,4,0,11,9,5,0,14,6,5,0,11,7,4,0,11,6,4,1,11,8,4,0,12,11,1,0,12,8,3,0,11,8,3,0,11
196413,00288200,Syracuse University,Syracuse,1997,11331.0,1,1,4,2,12,13,0.2137,6408.0,0.6585,1315.0,13052.0,14460.0,1570.0,1596.0,1,0.5384,0.4616,,1210.0,27.0,0.91,0.688,37668.0,37668.0,0.5608,0.0782,0.0997,0.0775,2,0.0022998673153471483,0.013554216867469826,-0.015358361774744034,,0.0,0.0,0.0,-0.1529180004924896,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0,12,7,4,0,11,6,4,1,11,10,2,0,12,10,2,0,12,7,4,2,13,8,4,0,12,10,2,0,12,11,0,1,12,5,6,0,11,7,5,0,12,6,5,0,11,6,5,0,11,2,9,0,11,4,6,1,11,5,6,0,11,7,5,0,12,3,8,0,11,6,5,0,11,3,8,0,11
197869,00290600,Appalachian State University,Boone,1997,11082.0,1,1,4,5,32,13,0.2714,5529.0,0.7725,700.0,6705.0,7960.0,2790.0,3216.0,1,0.5176,0.4824,,1144.0,24.5,0.8701,0.619,5538.0,17586.0,0.8435999999999999,0.03225,0.04605,0.0161,2,0.023930518340570917,-0.006144393241167556,0.006677796327211993,,0.0,0.0,0.0,-0.045342381246144314,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198464,00292300,East Carolina University,Greenville,1997,14714.0,1,1,4,5,13,13,0.3282,5324.0,0.8239,1100.0,8110.0,8040.0,3202.0,3202.0,1,0.5767,0.4233,,1035.5,22.0,0.8082,0.4812,5364.0,17943.0,0.6816,0.15805000000000002,0.064,0.0258,2,0.02458046097068456,-0.002076483820730224,0.00284292821606269,,0.0,0.0,0.0,-0.14605146406388636,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0,12,7,5,0,12,2,9,0,11,5,6,0,11,11,1,0,12,5,6,0,11,5,5,1,11,3,8,0,11,5,6,0,11,3,8,0,11,2,9,0,11,2,9,0,11,8,3,0,11,7,4,0,11,5,6,0,11,4,7,0,11,7,3,1,11,9,3,0,12,8,3,0,11,9,2,0,11
199120,00297400,University of North Carolina at Chapel Hill,Chapel Hill,1997,14806.0,1,1,4,5,13,13,0.2128,7777.0,0.8544,1000.0,9388.0,9388.0,2701.0,2701.0,1,0.6008,0.3992,,1304.5,30.0,0.9644,0.8366,7009.0,26834.0,0.6332,0.08365,0.08305000000000001,0.10165,2,-0.003499798088571815,-0.0029870560902754972,0.00452944136889788,,0.0,0.0,0.0,-0.03717343767982506,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0,12,8,4,0,12,10,3,0,13,9,3,0,12,7,4,0,11,6,4,1,11,1,10,0,11,1,10,0,11,5,6,0,11,7,4,1,12,5,6,0,11,5,5,1,11,8,4,0,12,8,4,0,12,10,2,0,12,11,1,0,12,8,3,1,12,5,6,0,11,8,3,1,12,9,3,0,12
199193,00297200,North Carolina State University at Raleigh,Raleigh,1997,19235.0,1,1,4,5,11,13,0.2073,6762.0,0.8804,975.0,8284.0,8496.0,2442.0,2600.0,1,0.3953,0.6047,,1197.0,27.0,0.9258,0.6365,7018.0,19853.0,0.73195,0.06115,0.04765,0.0563,2,0.010984967938610257,0.003299492385786751,-0.00214521452145211,,0.0,0.0,0.0,-0.10635310635310646,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,11,9,3,0,12,7,5,0,12,9,3,1,13,9,3,0,12,7,5,0,12,7,5,0,12,8,3,1,12,4,7,0,11,8,3,1,12,3,8,0,11,3,8,0,11,3,8,0,11,6,5,0,11,4,7,0,11,6,5,0,11,7,4,0,11,9,3,0,12,8,4,0,12,3,7,1,11
201885,00312500,University of Cincinnati-Main Campus,Cincinnati,1997,19700.0,1,3,4,3,11,13,0.2168,6767.0,0.5511,1200.0,9741.0,10417.0,4618.0,5238.0,1,0.4716,0.5284,,1132.5,25.0,0.8557,0.4062,10419.0,24942.0,0.7476,0.07365,0.02945,0.0332,2,-0.009950748818976729,0.007046764894298674,-0.006206507429001307,,0.0,0.0,0.0,-0.144752079166228,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0,11,2,8,1,11,8,3,0,11,3,8,0,11,4,7,0,11,1,10,0,11,1,8,1,10,3,8,0,11,4,7,0,11,5,6,0,11,5,6,0,11,2,9,0,11,4,6,1,11,6,5,0,11,6,5,0,11,2,9,0,11,2,9,0,11,5,6,0,11,5,4,2,11,8,3,0,11
207388,00317000,Oklahoma State University-Main Campus,Stillwater,1997,14690.0,1,1,4,6,32,13,0.2813,6123.0,0.8749,1030.0,8050.0,8710.0,4510.0,4645.0,1,0.4666,0.5334,,1124.5,25.0,0.7998,0.49,7107.0,18455.0,0.6907000000000001,0.044800000000000006,0.0665,0.0174,2,0.006992048258842809,0.011489269455885687,-0.00983850009281595,,0.0,0.0,0.0,-0.1786791820315119,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,12,3,7,1,11,3,8,0,11,4,6,1,11,0,10,1,11,4,7,0,11,4,7,0,11,10,2,0,12,10,2,0,12,6,5,0,11,8,4,0,12,10,2,0,12,8,4,0,12,4,5,2,11,7,5,0,12,3,7,1,11,7,4,0,11,3,8,0,11,4,7,0,11,9,3,0,12
207500,00318400,University of Oklahoma-Norman Campus,Norman,1997,16174.0,1,1,4,6,22,13,0.2321,5940.0,0.8243,884.0,7943.0,8922.0,4602.5,4980.5,1,0.4683,0.5317,,1182.5,26.0,0.85,0.4224,8325.0,19278.0,0.61555,0.048100000000000004,0.0927,0.06085,2,0.03255873340143012,0.03263506063947075,-0.027081427264409985,,0.0,0.0,0.0,-0.34476072287287673,0.0,0.0,0.0,0.0,0.0,0.0,5,5,1,11,6,6,0,12,9,3,0,12,5,4,2,11,9,3,0,12,8,3,0,11,7,4,0,11,9,3,0,12,11,1,0,12,11,1,0,12,11,1,0,12,9,2,1,12,8,4,0,12,8,4,0,12,7,4,1,12,10,2,0,12,11,1,0,12,11,1,0,12,10,2,0,12,9,2,1,12
207971,00318500,University of Tulsa,Tulsa,1997,2858.0,1,1,4,6,11,13,0.1628,5888.0,0.7741,1200.0,9266.0,8588.0,4524.0,4524.0,1,0.521,0.479,,1255.5,28.0,0.8552,0.5602,31551.0,31551.0,0.5577,0.0583,0.0484,0.0391,2,-0.013121546961325947,-0.007429986664126531,0.008208798147758323,,0.0,0.0,0.0,-0.12482424621152943,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,11,3,8,0,11,4,6,1,11,4,7,0,11,10,2,0,12,3,8,0,11,6,6,0,12,4,7,0,11,3,8,0,11,7,4,0,11,6,5,0,11,6,5,0,11,8,3,0,11,10,1,0,11,6,5,0,11,8,3,0,11,6,5,0,11,9,2,0,11,3,8,0,11,7,4,1,12
211291,00323800,Bucknell University,Lewisburg,1997,3329.0,1,1,4,2,32,13,0.1051,6681.0,0.9789,900.0,10156.0,12436.0,2000.0,2113.0,1,0.4797,0.5203,,1308.5,29.5,0.9371,0.8942,43866.0,43866.0,0.7621,0.0341,0.06255,0.0445,2,-0.005080693365212219,-0.036553524804177506,0.03624775941047598,,0.0,0.0,0.0,0.005623031938821521,0.0,0.0,0.0,0.0,0.0,0.0,7,4,0,11,5,6,0,11,4,7,0,11,4,7,0,11,1,9,0,10,7,4,0,11,5,5,0,10,3,7,0,10,4,5,1,10,3,7,0,10,3,7,0,10,5,5,0,10,4,5,1,10,4,6,0,10,4,6,0,10,6,4,0,10,4,4,2,10,5,5,0,10,4,5,0,9,4,5,0,9
